estimator,q,balanced_accuracy,accuracy,nll,brier,auroc,runtime_seconds
twopl_irt_online_baseline,1000,0.8007543575905136,0.8392288806038011,0.4168768307373776,0.1188887059688568,0.8966877806169006,1.417411457
grouped_residual_irt_anchor_cosine_g64_t010_rp100,1000,0.7861301385416777,0.8400870692006911,0.4099319474922338,0.1189296175591393,0.899394979762571,1.329375363687518
grouped_residual_irt_anchor_cosine_g8_t010_rp100,1000,0.7858228183797216,0.8395698826952805,0.4097479860456616,0.1188654753196924,0.8981517518992527,1.4300295700625156
grouped_residual_irt_anchor_cosine_g8_t010_rp100,1000,0.7858228183797216,0.8395698826952805,0.4097479860456616,0.1188654753196924,0.8981517518992527,1.4904163682499814
grouped_residual_irt_anchor_cosine_g8_t010_rp050,1000,0.7858038329032208,0.8395414658543239,0.4097557917483913,0.1188688450992699,0.898140492830939,1.5372885319374916
grouped_residual_irt_anchor_cosine_g8_t010_rp200,1000,0.7857818035620464,0.8395641993270893,0.4097329431850797,0.1188592177174018,0.8981696706159439,1.358709811374979
grouped_residual_irt_anchor_cosine_g32_t025_rp100,1000,0.7850614496906854,0.8398654178412295,0.4103093500459465,0.1190828572779131,0.8993628305147763,1.4264253936249531
grouped_residual_irt_kmeans_cosine_g32_t025_rp100,1000,0.7849587009276129,0.8397858506865509,0.409612455400396,0.1188078593475141,0.8990952842120794,1.4071101783749782
grouped_residual_irt_anchor_cosine_g32_t010_rp100,1000,0.7848525410912596,0.8400586523597344,0.4096216388764044,0.1188229119355083,0.8992910330011433,1.4614502866250518
grouped_residual_irt_anchor_cosine_g32_t010_rp100,1000,0.7848525410912596,0.8400586523597344,0.4096216388764044,0.1188229119355083,0.8992910330011433,1.3497114920624824
grouped_residual_irt_anchor_cosine_g32_t010_rp050,1000,0.7848063501100984,0.8399677184686732,0.4097833596817623,0.1188831262091603,0.8992036453190535,1.354797807312508
grouped_residual_irt_pca_quantile_g16_t025_rp100,1000,0.7847357338463941,0.8401325361462217,0.4087450890404346,0.1185898829476258,0.8983679789127681,1.4479535784375344
grouped_residual_irt_anchor_cosine_g32_t010_rp200,1000,0.7847148880812117,0.8400586523597344,0.4094650009057934,0.1187646149192943,0.899365283680913,1.3587061933125142
grouped_residual_irt_kmeans_cosine_g32_t010_rp100,1000,0.7846193105389426,0.8405019550786578,0.4077301817870342,0.1180935337812101,0.8996281952669539,1.3822401099375838
grouped_residual_irt_kmeans_cosine_g8_t010_rp100,1000,0.7845421498606556,0.8398540511048468,0.4084656426460359,0.1183993652927571,0.898806609705624,1.4011182260000083
grouped_residual_irt_pca_quantile_g8_t025_rp100,1000,0.7843671333031301,0.8404735382377012,0.4085799029517006,0.1185607302097622,0.8986417374986693,1.4159783001874755
grouped_residual_irt_kmeans_euclidean_g16_t010_rp100,1000,0.7843178125653925,0.84038260434664,0.4076105637660305,0.1180554629991209,0.89945289629801,1.4823377935624933
grouped_residual_irt_pca_quantile_g32_t010_rp100,1000,0.7842186332890715,0.8396778666909157,0.4093230332394662,0.1187901066081996,0.8979920039443655,1.3830484565625056
grouped_residual_irt_kmeans_euclidean_g8_t010_rp100,1000,0.7841490073381686,0.839422115122306,0.4084528537778847,0.1183987076642195,0.8987181174056416,1.461840076187542
grouped_residual_irt_kmeans_cosine_g16_t010_rp100,1000,0.7839893864397779,0.840206419932709,0.4079476107074526,0.1181783256413365,0.899310134321869,1.411281146937469
grouped_residual_irt_anchor_cosine_g16_t010_rp200,1000,0.7838423071950367,0.8405246885514231,0.4089733724840468,0.1185742372262465,0.8989080195901153,1.3594598480000002
grouped_residual_irt_anchor_cosine_g16_t010_rp100,1000,0.7838020085880357,0.8405076384468492,0.4089770090158954,0.1185753567927049,0.8989091867547352,1.4571769409999715
grouped_residual_irt_anchor_cosine_g16_t010_rp100,1000,0.7838020085880357,0.8405076384468492,0.4089770090158954,0.1185753567927049,0.8989091867547352,1.3618303033749726
grouped_residual_irt_anchor_cosine_g16_t010_rp050,1000,0.7837785190452335,0.8404621715013185,0.4089997410362078,0.1185834488445947,0.8989027197215592,1.3575912709999614
grouped_residual_irt_pca_quantile_g16_t010_rp100,1000,0.7837284540120176,0.8398540511048468,0.4088214233542638,0.1186271778839504,0.8982119015210247,1.426429171187479
