estimator,q,balanced_accuracy,accuracy,nll,brier,auroc,runtime_seconds
grouped_residual_irt_pca_quantile_g8_t025_rp100_twopl_hybrid_w60_40,200,0.7922371120849041,0.8198588624226498,0.43985332605927335,0.1292739194050022,0.8859573663894705,0.850486899250015
grouped_residual_irt_pca_quantile_g8_t025_rp200_twopl_hybrid_w60_40,200,0.7922329264433289,0.819853564465542,0.4398528861054593,0.1292737632329855,0.8859578004823361,0.8345905214375051
grouped_residual_irt_pca_quantile_g8_t030_rp100_twopl_hybrid_w60_40,200,0.7922301921001211,0.8198164787657879,0.43986932413464247,0.12928187983844375,0.885995855216412,0.8539684806249994
grouped_residual_irt_pca_quantile_g8_t030_rp200_twopl_hybrid_w60_40,200,0.7922301921001211,0.8198164787657879,0.43986888765277976,0.12928172485263278,0.8859958425383654,0.8598155405625221
grouped_residual_irt_pca_quantile_g8_t025_rp100_twopl_hybrid_w70_30,200,0.7922090269469031,0.8199118419937272,0.4390098843641427,0.12913230517698415,0.8859650337929795,0.8569039103124538
grouped_residual_irt_pca_quantile_g8_t025_rp200_twopl_hybrid_w70_30,200,0.7922090269469031,0.8199118419937272,0.439009401411789,0.1291321344561259,0.8859654395283347,0.8378353026250096
grouped_residual_irt_pca_quantile_g8_t030_rp100_twopl_hybrid_w70_30,200,0.7922056627573482,0.8199065440366194,0.4390248151376146,0.12913968401014173,0.8859990430666301,0.8416776095000529
grouped_residual_irt_pca_quantile_g8_t030_rp200_twopl_hybrid_w70_30,200,0.7922056627573482,0.8199065440366194,0.43902433390206314,0.12913951355353978,0.8859990325133554,0.8627255578125101
grouped_residual_irt_pca_quantile_g8_t025_rp100_twopl_hybrid_w90_10,200,0.7917494193997825,0.8216336780537424,0.4375688881683123,0.12888963134085654,0.8860493356270428,0.8553316764375012
grouped_residual_irt_pca_quantile_g8_t025_rp200_twopl_hybrid_w90_10,200,0.7917429346519095,0.8216283800966347,0.4375683409239215,0.12888944136214622,0.8860496780296805,0.8380201343124867
